title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Fabulous stay!!😍,Its a great place for visiting Athens. In the heart of the city next to Monesteraki station and the Akropolis. Just behind Ermou street in the Psiri neighborhood with lovely restaurants and bars. The owners were very helpfull and hospitaliteit was very high and good. We recommend this place to everyone!,December 2019,Athenian Residences,https://www.tripadvisor.com/Hotel_Review-g189400-d15051528-Reviews-Athenian_Residences-Athens_Attica.html,"Athens, Greece",hotels,5.0,5.0
Parthenon,Majestic site! Such ancient history and what a magnificent view over the city of Athens. We had beautifull weather and clear view.,December 2019,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Pantheon instead of Parthenon.,People..... this is NOT on the Akropolis!!! Not the Parthenon!! This is downhill.......!!!! Ruins.....which are everywhere in town. Beautifull though......,December 2019,Parthenon,https://www.tripadvisor.com/Attraction_Review-g189400-d198711-Reviews-Parthenon-Athens_Attica.html,"Athens, Greece",attractions,3.0,4.5
Seems to be interesting.,Its closed because of maintanance. Check website for updates. The New York Times was very excited about this venue.,December 2019,Athens Pinball Museum,https://www.tripadvisor.com/Attraction_Review-g189400-d15096500-Reviews-Athens_Pinball_Museum-Athens_Attica.html,"Athens, Greece",attractions,1.0,5.0
Try iT! You ll love it. First and wont be the last!,"Lovely atmosphere, great service by Elena and good price for different Mexican food. Lovely enchilladas, tortilla s and taco’s with excellent taste.",October 2019,Wahaca Covent Garden,https://www.tripadvisor.com/Restaurant_Review-g186338-d2411234-Reviews-Wahaca_Covent_Garden-London_England.html,"London, United Kingdom",restaurants,4.0,4.5
