title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Legendary place,I have climbed to the top from the city down town. The view from the top is amazing and the the ancient buildings reminds you what a great architecture they had thousands of years ago,March 2019,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Excellent overview,"We took the morning tour with Yohana and it was a great introduction to the city form the geographical, historical and cultural point of views. Recommended :)",April 2018,Belgrade Walking Tours,https://www.tripadvisor.com/Attraction_Review-g294472-d3729577-Reviews-Belgrade_Walking_Tours-Belgrade.html,"Belgrade, Serbia",attractions,5.0,5.0
