title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Well what can you say!,"Simply stunning of course , our first visit and the views and history just fill you with a sense of place and time! Not to be missed",January 2020,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Fantastic Evening,"Previous reviews definitely on the money on this place , great choice and loved the food and wine. Staff so friendly and welcoming . We both had specials wife the lamb in oven with rice was so tender and tasty. I had the goat stifado which was fabulous. Would definitely eat there again when next in Athens.",January 2020,Atitamos,https://www.tripadvisor.com/Restaurant_Review-g189400-d6692592-Reviews-Atitamos-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.5
A lovely afternoon and lovely meal,"Well arrived hungry and left certainly not! What a lovely welcoming taverna , well worth a visit ! We had calamari greek salad and we could have stopped there ! But had the rooster with wine and goat as main courses !! Well by the time had the free sweet and raki , ready for an afternoon snooze .... Folks well worth a visit and lovely staff!",September 2019,O Nikolas,https://www.tripadvisor.com/Restaurant_Review-g635861-d6921993-Reviews-O_Nikolas-Agia_Pelagia_Crete.html,"Crete, Greece",restaurants,5.0,5.0
The perfect Greek Bar Experience,"Following recommendations decided to try and certainly did not regret,a fantastic traditional bar experience with the small plates, whoever is the cook is a genius. I have paid a lot of money for what you get with the beer ,the spinach pie was excellent, same with mushrooms and stuffed vine leaves and everything else. If you visit Ios visit here for genuine greek hospitality",May 2019,Kafenes,https://www.tripadvisor.com/Restaurant_Review-g196481-d14177150-Reviews-Kafenes-Ios_Cyclades_South_Aegean.html,"Ios, Greece",restaurants,5.0,4.5
Fantastic taste of authentic greek and Cretan food,Just tried here for the first time had the 6 small plates of mezes . Absolutely wonderful food very friendly staff. I would highly recommend it !,February 2019,Nyn & Aei,https://www.tripadvisor.com/Restaurant_Review-g189421-d1515473-Reviews-Nyn_Aei-Rethymnon_Rethymnon_Prefecture_Crete.html,"Crete, Greece",restaurants,5.0,4.5
Visiting Victoria for one night,On a trip to BC with friends here for the one night fancied Thai so tried. Was certainly not disappointed excellent food fresh hot and plentiful. Excellent customer service so friendly. Well worth a visit!,June 2018,Sookjai Thai Restaurant,https://www.tripadvisor.com/Restaurant_Review-g154945-d808510-Reviews-Sookjai_Thai_Restaurant-Victoria_Victoria_Capital_Regional_District_Vancouver_Isla.html,"Vancouver Island, Canada",restaurants,5.0,4.5
