title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
"cheap prices, good food","Great location, kind staff and small prices, but...

We eat 2 seafood dishes and one vegetable salad for two people, food was great but portions was small, and we stay hungry after that dinner) actually it's was first place in Greece with so small portions, day ago we ordered similar dishes in another place and we couldn't eat it because huge.",February 2020,Lichnari,https://www.tripadvisor.com/Restaurant_Review-g319780-d12980889-Reviews-Lichnari-Nafplio_Argolis_Region_Peloponnese.html,"Nafplio, Greece",restaurants,4.0,4.5
Nice place to visit,"It's really interesting castle with nice views at the sea, town and not big mountains around. Territory is really huge and you can spend two or more hours here.",February 2020,Palamidi Castle,https://www.tripadvisor.com/Attraction_Review-g319780-d2218054-Reviews-Palamidi_Castle-Nafplio_Argolis_Region_Peloponnese.html,"Nafplio, Greece",attractions,5.0,4.5
Good hotel,"Nice place to stay for it's price. Excellent staff and service. Clean rooms. Great location and views
Minuses: thin walls, you will hear everything from corridor and neighboring rooms.
Breakfasts made from cheapest products, so they are not delicious",February 2020,Hotel Galaxy,https://www.tripadvisor.com/Hotel_Review-g315843-d12593492-Reviews-Hotel_Galaxy-Kalambaka_Trikala_Region_Thessaly.html,"Kalambaka, Greece",hotels,4.0,4.5
Fantastic place,"It's real amazing gorge, with breathtaking views. We were here at February 2020, weather was about +9 C
Road from Kalabaka was long and hard a bit but it really worth it",February 2020,Vikos Gorge,https://www.tripadvisor.com/Attraction_Review-g189451-d504690-Reviews-Vikos_Gorge-Epirus.html,"Epirus, Greece",attractions,5.0,5.0
Great place,"Simple greek tavern with nice view, huge portions, kind staff and delicious food. Prices bit high, but it worth it)",February 2020,Marinos Restaurant,https://www.tripadvisor.com/Restaurant_Review-g189484-d2590994-Reviews-Marinos_Restaurant-Corinth_Corinthia_Region_Peloponnese.html,"Corinth, Greece",restaurants,5.0,4.5
Monumental historical place,"In fact it’s main attraction of Athens, ticket costs 10 euro for non EU, and it worth it. Huge territory and amazing view at city. Must visit.",February 2020,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,5.0,4.5
Good for breakfast also,Nice place with a lot of sweets and bakery. But we had a breakfast here couple times. Delicious food and good prices,February 2020,Bread Factory,https://www.tripadvisor.com/Restaurant_Review-g189400-d11816586-Reviews-Bread_Factory-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.5
"amazing white mount, must see","The greatest mount i've ever seen. Breathtaking views guaranteed) My wife don't like mountains at all, but she was impressed to Were here at September and it was little bit cold, also it this time of year summit often behind clouds and a big chance, that you could see it.",September 2019,Mount Kazbek/ Mqinvartsveri,https://www.tripadvisor.com/Attraction_Review-g13002079-d2287315-Reviews-Mount_Kazbek_Mqinvartsveri-Stepantsminda_Mtskheta_Mtianeti_Region.html,"Stepantsminda, Georgia",attractions,5.0,5.0
Most underrated place in Armenia,"I don't why but nobody talk about this amazing place... actually it's one of beautifulest places i've ever seen. I talk about canyon near monastery, cause monastery - nothing special, its another ancient building in this country)
This place located near Yerevan, and taxi is really very cheap (Yandex Taxi app)
I highly recommend this place",September 2019,Saghmosavank Monastery,https://www.tripadvisor.com/Attraction_Review-g7986108-d8390877-Reviews-Saghmosavank_Monastery-Artashavan_Aragatsotn.html,"Artashavan, Armenia",attractions,5.0,4.5
