title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
"Excellent food, excellent atmosphere",I had the vegetarian platter for one. It was excellent - spiced well with fresh vegetables and lots of various Ethiopian dishes. Some of the best Ethiopian food I have had in the US or in Ethiopia. My only suggestion would be that the restaurant either regularly circulates with more injera for those of us who use it all ... or put a fork at each place setting. Otherwise one can end up looking at lots of food on your with no way to eat it properly. The atmosphere was excellent and very pleasant.,February 2016,DAS Ethiopian Restaurant,https://www.tripadvisor.com/Restaurant_Review-g28970-d537913-Reviews-DAS_Ethiopian_Restaurant-Washington_DC_District_of_Columbia.html,"Washington DC, District of Columbia",restaurants,4.0,4.5
"Nice, high quality but pricey, items",Lovely items and well made but out of our price range. However it was nice to see high quality local items and some good art. Gave us some good ideas about what to look for in local items,January 2016,St. George Gallery,https://www.tripadvisor.com/Attraction_Review-g293791-d2661652-Reviews-St_George_Gallery-Addis_Ababa.html,"Addis Ababa, Ethiopia",attractions,4.0,4.5
world class,Amazing and worth the effort to visit. Only do 1-2 churches in a day however as the approaches (which are beautiful) can be long with hot afternoons,December 2015,Gheralta Rock,https://www.tripadvisor.com/Attraction_Review-g1392610-d1788766-Reviews-Gheralta_Rock-Mek_ele_Tigray_Region.html,"Mek'ele, Ethiopia",attractions,5.0,4.5
All Senses Activated,"Be prepared for sensory overload, but this is life in motion and real. Amazing place. There are guides you can hire to get you around the market and this may be a good idea. We didn't buy anything because we were overwhelmed- walking through was enough. Every other person had something on their head. One fellow we passed was carrying 4 rolls of barbed wire...on his head! The people were overall, very friendly. The recycling areas are truly something to see",December 2015,Addis Mercato,https://www.tripadvisor.com/Attraction_Review-g293791-d563752-Reviews-Addis_Mercato-Addis_Ababa.html,"Addis Ababa, Ethiopia",attractions,5.0,4.0
Perfect for airport and day of rest,"Like many others, we chose this hotel as we had an early morning flight out of Rome. The hotel was perfect for exploring Fiumicino. Their breakfast (included) is excellent, rooms are clean and spacious, huge beds, shuttle is on-time. Best of all the waterfront in front of the hotel is full of great places to eat seafood. We enjoyed watching the fishing boats and quiet pace of Fiumicino. On the advice of a local we purchased an all-day metrebus pass (8 euro) and took trains, buses, subways to Rome and back quite easily. There are buses that go to the train station (one stop before the airport terminal), It takes an hour or less to get to central Rome on public transport this way. However, in retrospect we would have spent the whole day in Fiumicino as quite a nice place after a busy few days in cities.",January 2016,Hotel Tiber Fiumicino,https://www.tripadvisor.com/Hotel_Review-g656615-d2148917-Reviews-Hotel_Tiber_Fiumicino-Fiumicino_Province_of_Rome_Lazio.html,"Fiumicino, Italy",hotels,5.0,4.0
Fabulous!,"We were looking for a good place for seafood and atmosphere and could not have done better than the Ristorante Portus. A wide range of seafood and other dishes, good wines, good service and a charming atmosphere. Excellent appetizers.",January 2016,Portus,https://www.tripadvisor.com/Restaurant_Review-g656615-d850085-Reviews-Portus-Fiumicino_Province_of_Rome_Lazio.html,"Fiumicino, Italy",restaurants,5.0,4.0
Best Value in Addis,"We have taken 5 trips to Ethiopia so have tried many hotels in Addis, The Jupiter Cazanchis is by far the best value. Nice rooms (and they let our kids stay with us -many Addis hotels add extra for this but the Jupiter did not which is why we first selected them), extremely helpful staff, central, free airport shuttle, included breakfast is excellent, great bar and lobby, and they serve both national and western food. Many Ethiopians also use this hotel which is nice. We got the holiday discount which made the value exceptional. We were going to try other hotels but stayed here on all our nights in Addis as we liked it so much",January 2016,Jupiter International Hotel - Cazanchis,https://www.tripadvisor.com/Hotel_Review-g293791-d7695085-Reviews-Jupiter_International_Hotel_Cazanchis-Addis_Ababa.html,"Addis Ababa, Ethiopia",hotels,5.0,4.0
"Good overview of Ethiopia, excellent music museum","Some of the videos and films in the museum were excellent. The most extensive collection of traditional musical instruments I have seen, Excellent orientation to cultures of Ethiopia. Art museum is mostly religious works but of good quality. This is not the national museum (Lucy etc)-in some ways, I preferred this one as more about the people and their lives",January 2016,Ethnological Museum,https://www.tripadvisor.com/Attraction_Review-g293791-d2206771-Reviews-Ethnological_Museum-Addis_Ababa.html,"Addis Ababa, Ethiopia",attractions,4.0,4.0
Lovely!,"The gardens and rooms are wonderful. The meals, just ""ok"". However luckily the Cultural Center down the street serves some of the best food in this part of Ethiopia at great prices - so the combination is perfect,",December 2015,Tukul Village,https://www.tripadvisor.com/Hotel_Review-g480193-d1027693-Reviews-Tukul_Village-Lalibela_Amhara_Region.html,"Lalibela, Ethiopia",hotels,4.0,4.0
AVOID!!,"We had stayed here several years ago and it has gone downhill badly. The location is great (above the stella field) but the rooms are in horrible condition. Mold in bathrooms, etc. Food was also pretty bad. They tried to charge us $105 for a triple- the room is worth a fraction of this. Someone needs to buy this hotel and renovate it like they have done to other old government hotels. Will not stay here again until I hear it has been renovated",January 2016,Yeha Hotel,https://www.tripadvisor.com/Hotel_Review-g3667784-d625018-Reviews-Yeha_Hotel-Axum_Tigray_Region.html,"Axum, Ethiopia",hotels,1.0,2.5
"Relaxing, great birding","What a wonderful place! We had two days of relaxing and bird watching here. Took the bus from Gondar which was 3.5 hrs long (road under construction) but in the end well worth it. The lodges are so sweet, food is wonderful, other guests are great company and the birding is outstanding. Guests are treated as new found family. We loved it here and would stay longer next time.",January 2016,Tim & Kim Village,https://www.tripadvisor.com/Hotel_Review-g15204006-d2467620-Reviews-Tim_Kim_Village-Gorgora_Amhara_Region.html,"Gorgora, Ethiopia",hotels,5.0,4.5
Great mid-range hotel with lovely patio on lake,For the price ($50/night) this place can't be beat. The gardens and patio are lovely with great birding opportunities. Boats arrive right to the hotel for lake and church tours. The path to town is good and pleasant to walk. Fine breakfast included. Tuk-tuks into town are cheap,January 2016,Tana Hotel,https://www.tripadvisor.com/Hotel_Review-g480192-d480740-Reviews-Tana_Hotel-Bahir_Dar_Amhara_Region.html,"Bahir Dar, Ethiopia",hotels,4.0,3.0
