title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
good thing its so close to the road would of missed it,"The best part of this, is the tour of the place. I am terrible with names but the woman who is a part owner with her tour of the place its, chickens, ducks, geese, tortoise and rabbit and garden really made it worth the stop not mining for gold, really enjoyed it.",July 2014,"Indian Valley Mine, National Historic Site",https://www.tripadvisor.com/Attraction_Review-g144670-d560612-Reviews-Indian_Valley_Mine_National_Historic_Site-Indian_Anchorage_Alaska.html,"Indian, Alaska",attractions,5.0,4.5
"Really enjoyed, what dog sled rides 10.00? unheard of need to let folks know. Few improvements recommended for you.","Loved the tour and all the information given at each hut/dwelling. Excellent presentation by someone named John, I believe he said he was a Yupic? Wish we had gotten there sooner it was that good, however I have quite a few recommendations that I think would vastly improve there center. 1. Clothing the native clothing warn was so generic, there is such gorgeous native clothing to be worn it was so disappointing so see their clothing so bland, and it should be representative of each culture. 2. There was a health/medicine informational and it never explained native american medicine, I went to all of them/phones and none of them explained it in any detail, I think native american medical center would be amazing but it never got explained well. The dog sledding I had no idea it was there I could of saved a large sum of money and would of come sooner had I known you had $10.00 sled rides what a deal, I have kids I guarantee if you advertised this more, more of us with children would run not walk to save money. Only recommendation for the sweet girl with the team, is maybe a better set up to hold puppies so both kids/puppies safer than just a child's arms. Oh and gift shop, I know you want to be authentic but things made out of ivory are out of the budgets of many, some cheaper items would help you. Loved it all though.",July 2014,Alaska Native Heritage Center,https://www.tripadvisor.com/Attraction_Review-g60880-d103028-Reviews-Alaska_Native_Heritage_Center-Anchorage_Alaska.html,"Anchorage, Alaska",attractions,4.0,4.5
After heritage center I had deeper appreciation for artifacts I saw here,"I loved that it had a planetarium, hands on stuff for kids, and the native american artifacts area...amazing wonderful stuff!!",July 2014,Anchorage Museum at Rasmuson Center,https://www.tripadvisor.com/Attraction_Review-g60880-d144677-Reviews-Anchorage_Museum_at_Rasmuson_Center-Anchorage_Alaska.html,"Anchorage, Alaska",attractions,4.0,4.5
very nice but not much wildlife at the time I went,I went to early in the day to see much its a beautiful boardwalk but oddly placed near a gun range going off all the time?,July 2014,Potter Marsh Bird Sanctuary,https://www.tripadvisor.com/Attraction_Review-g60880-d144673-Reviews-Potter_Marsh_Bird_Sanctuary-Anchorage_Alaska.html,"Anchorage, Alaska",attractions,4.0,4.5
Nice little gem,When we went it was raining so many of the animals were trying to stay dry so we didn't see them in their dens. They had a lovely variety of animals to visit for us the wolves were the best as we had not seen. I enjoyed seeing very upclose the animals we had seen in denali or on a cruise. Highly recommend.,July 2014,Alaska Zoo,https://www.tripadvisor.com/Attraction_Review-g60880-d103262-Reviews-Alaska_Zoo-Anchorage_Alaska.html,"Anchorage, Alaska",attractions,4.0,4.0
good for all ages,"I saw just as many adults playing as kids, it was nice that they had a planetarium too. I thought having an area for toddlers brilliant.",July 2014,Imaginarium Discovery Center,https://www.tripadvisor.com/Attraction_Review-g60880-d1627759-Reviews-Imaginarium_Discovery_Center-Anchorage_Alaska.html,"Anchorage, Alaska",attractions,4.0,4.5
HUGE,"huge forest, lots of trails to hike. Traveled anchorage, girwood to seward. Beautiful mountains. Lots of spots to stop and rest or check out scenary.",July 2014,Chugach National Forest,https://www.tripadvisor.com/Attraction_Review-g28923-d261563-Reviews-Chugach_National_Forest-Alaska.html,Alaska,attractions,4.0,5.0
"Didn't get to see the whole thing, but still man oh man","I remember looking around wondering where in the heck this mountain was amoung all these mountains. HA HA, didn't look high enough. Thank goodness my husband had a ranger show him, otherwise we never would of looked high enough. I am sorry I didn't see the whole thing but just the piece that peeped showed it's immensity.",July 2014,Denali,https://www.tripadvisor.com/Attraction_Review-g143022-d145106-Reviews-Denali-Denali_National_Park_and_Preserve_Alaska.html,"Denali National Park and Preserve, Alaska",attractions,5.0,5.0
They give you these amazing backpacks for your kids,"They had a small little museum nice, and a wonderful bookbag full of cool stuff for kids, guides for animals and flowers we had a blast with just the flowers, testing water, and ground and water temps and things to draw with....good stuff",July 2014,Wilderness Access Center,https://www.tripadvisor.com/Attraction_Review-g143022-d3561779-Reviews-Wilderness_Access_Center-Denali_National_Park_and_Preserve_Alaska.html,"Denali National Park and Preserve, Alaska",attractions,5.0,4.5
kids and husband saw plenty of animals,I couldn't do it but hubby and kids brought back some great shots of caribou and grizzly with 2 cubs and other animals they were so excited it was wonderful.,July 2014,Park Road,https://www.tripadvisor.com/Attraction_Review-g143022-d215348-Reviews-Park_Road-Denali_National_Park_and_Preserve_Alaska.html,"Denali National Park and Preserve, Alaska",attractions,5.0,4.5
"waiting for the rest of fantasyland to be finished, beautiful visually","Well we got lucky and had a rather cool, day the lines were really long. I almost feel like I should of gotten there at 8p.m. the park really slowed down at that time, and cooled off. The day was filled with super long lines but it was a gorgeous day. We went beginning of March. Visually the area in fantasyland with Ariel/Belle's area's. I went on the Ariel ride I really liked it very gentle.; grandaughter felt it should of had a little more of how the Seawitch was defeated. There is a beautiful tower for Rapunzel as you had to the Haunted house, besides being visually beautiful especially at night I am wondering what are they going to do with it? Snow White isn't open yet, it seems it needs more rides they made beautiful area for shops/food where are the rides maybe I missed something?",March 2014,Walt Disney World Resort,https://www.tripadvisor.com/Attraction_Review-g34515-d143394-Reviews-Walt_Disney_World_Resort-Orlando_Florida.html,"Orlando, Florida",attractions,4.0,4.5
"Across the street from Weeki watchee, excellent price",I was nervous about last minute plans to travel over the 4th of July weekend but this was a great rate. My husband and I wanted to take our grandkids to a couple of old florida attractions that are still open that our parents took us to as kids.,July 2013,Motel 6 Spring Hill Weeki Wachee,https://www.tripadvisor.com/Hotel_Review-g34652-d80057-Reviews-Motel_6_Spring_Hill_Weeki_Wachee-Spring_Hill_Florida.html,"Spring Hill, Florida",hotels,4.0,3.0
Old Florida charm,"We came back here with our grandkids as our parents and grandparents brought us. We didn't catch the show you have to be in line 30 mins early and we didn't plan well enough. We did go to their spring fed water area called Buccaneer Bay as my grandson just couldn't wait for a show. The water is pretty chilly, I only but up to my belly before I quit. The kids did get used to it, there are 3 water slides and its part of the park price which is only 13.00 and kids 5 and under are free. Excellent prices. My grandson overcame his fear of heights slid down the slides. And a manatee swam within feet of us. It was the most thrilling part of the trip for us actually. You can go down and do a lazy river but a real river.",July 2013,Weeki Wachee Springs,https://www.tripadvisor.com/Attraction_Review-g34722-d108282-Reviews-Weeki_Wachee_Springs-Weeki_Wachee_Florida.html,"Weeki Wachee, Florida",attractions,5.0,4.0
nice atmosphere,I like the animals and the cool sounds. We bought some kids plates and toys. Nice theme and they have a day when kids eat for less so we went.,October 2012,Rainforest Cafe,https://www.tripadvisor.com/Restaurant_Review-g34515-d426665-Reviews-Rainforest_Cafe-Orlando_Florida.html,"Orlando, Florida",restaurants,4.0,4.0
