title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
George was very good,The tour was very nice very informative.We all enjoyed the sights.Athens was a great city.All the things we saw were very interesting the pace of the tour was great in the heat .,July 2018,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,4.0,4.5
Recent stay,"Maison Des Lys is heaven on earth,the hotel staff is wonderful warm . The views are amazing clean wionderful breakfast and the spot is beautiful,to top it off I had a massage by Melina who was the best ever she was wonderful xo The hotel is small and very relaxing I would recommend it highly",July 2018,Maison Des Lys,https://www.tripadvisor.com/Hotel_Review-g1189834-d1149552-Reviews-Maison_Des_Lys-Akrotiri_Santorini_Cyclades_South_Aegean.html,"Santorini, Greece",hotels,5.0,4.5
Great place,"We just came back from a wonderful stay,the manager was very nice in listening to my concerns. The staff with activities were very upbeat and friendly.They tried to get the guests to take part Luis Floraun and Marinell were very funny. My family had a wonderful time we are happy with the hotel.",March 2015,The Reserve At Paradisus By Meliá Punta Cana,https://www.tripadvisor.com/Hotel_Review-g147293-d3377628-Reviews-The_Reserve_At_Paradisus_By_Melia_Punta_Cana-Punta_Cana_La_Altagracia_Province_Dominic.html,Dominican Republic,hotels,4.0,4.5
