title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Nice and educative,"If you like stained windows, you must comme and visit the museum.A large part is dedicated to the cathedrale's windows, but not only.You ll see how they are made, you 'll also enjoy a nice permannet exhibition.",October 2020,Centre International Du Vitrail,https://www.tripadvisor.com/Attraction_Review-g187122-d2281641-Reviews-Centre_International_Du_Vitrail-Chartres_Eure_et_Loir_Centre_Val_de_Loire.html,"Chartres, France",attractions,4.0,4.0
Come a live a Middle Age experience,"You should comme and visit the old town.In the lower part you'll find a very well preserved and typical city, the workig part of the location.Whereas in the center you will enjoy the religious part.",October 2020,Chartres Historic Preservation Area,https://www.tripadvisor.com/Attraction_Review-g187122-d2476791-Reviews-Chartres_Historic_Preservation_Area-Chartres_Eure_et_Loir_Centre_Val_de_Loire.html,"Chartres, France",attractions,5.0,4.5
A master work,"the Cathedrale is the perfect example of the total art work.The architecture is remendously elegant, the stained windows with the famous blu of Chartres are the best preserved in Europe very window is a mater work by itself.",October 2020,Chartres Cathedral,https://www.tripadvisor.com/Attraction_Review-g187122-d258096-Reviews-Chartres_Cathedral-Chartres_Eure_et_Loir_Centre_Val_de_Loire.html,"Chartres, France",attractions,5.0,4.5
A must,"The restaurant is delightfully located in the old part of the towm, in a Middle Age house.Very fancy decoration, great welcoming we fund oueselves very comfortable.Delicious cooking delicate ad tasty.You have to go there.
Le vengeur masqué (private joke).",October 2020,L'Estocade,https://www.tripadvisor.com/Restaurant_Review-g187122-d1328470-Reviews-L_Estocade-Chartres_Eure_et_Loir_Centre_Val_de_Loire.html,"Chartres, France",restaurants,5.0,4.0
