username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags,geocode
LarryB619,,,Bayside-New York-United States,2012,35.0,79.0,5.0,0.0,2.0,6.0,51.0,21.0,[],US
Huapanguero,,,Mexia-Texas,2010,180.0,103.0,6.0,0.0,1.0,9.0,26.0,69.0,[],US
303jennifery,Woman,,Seattle-Washington,2017,3.0,6.0,2.0,1.0,0.0,0.0,1.0,4.0,[],US
X9346WJstevenc,,,,2017,,,2.0,,,,,,[],
1John51415,,,Denver-Colorado,2010,430.0,73.0,5.0,2.0,5.0,6.0,47.0,13.0,[],US
munzerq2015,man,50-64,Sun Valley-Idaho,2015,154.0,167.0,6.0,0.0,2.0,2.0,17.0,148.0,[],US
440robynb,,,,2018,,6.0,2.0,0.0,0.0,0.0,1.0,4.0,[],
jeffwG9057LL,,,Dallas-Texas,2015,17.0,30.0,4.0,0.0,0.0,6.0,10.0,14.0,[],BR
MacaroniGalore,,,,2015,33.0,79.0,5.0,6.0,8.0,8.0,13.0,44.0,[],
DJW1962,,,Christchurch-New Zealand,2016,6.0,26.0,4.0,0.0,0.0,1.0,5.0,20.0,[],NZ
robertvY8861DI,man,50-64,Maastricht-The Netherlands,2014,31.0,33.0,4.0,1.0,0.0,3.0,8.0,27.0,[],NL
surfgirl1967,,,Fort Worth-Texas,2015,31.0,60.0,5.0,1.0,1.0,1.0,11.0,48.0,[],US
MP455,man,50-64,Richmond-Canada,2012,27.0,55.0,5.0,1.0,2.0,7.0,16.0,29.0,"['Like a Local', 'Peace and Quiet Seeker', 'Beach Goer']",CA
DTG59,,,,2012,662.0,302.0,6.0,3.0,4.0,44.0,150.0,104.0,[],
Nelunherath,woman,50-64,colombo,2012,70.0,35.0,5.0,0.0,0.0,1.0,22.0,15.0,[],LK
YuriM3088,Man,,Porto Alegre-RS,2018,6.0,9.0,3.0,1.0,1.0,0.0,0.0,7.0,[],BR
elenaz172,Woman,,Kharkiv-Ukraine,2015,3.0,,,,,,,,[],UA
aurorarosecontra2018,,,Gold Coast-Australia,2018,4.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,[],AU
DP-California,man,25-34,San Francisco-California-United States,2014,95.0,52.0,5.0,1.0,1.0,6.0,19.0,25.0,[],US
Tassitaveller,woman,35-49,Brisbane-Australia,2012,65.0,85.0,5.0,2.0,2.0,15.0,51.0,16.0,[],AU
fnssousa,,,Albufeira-Portugal,2013,265.0,54.0,5.0,1.0,0.0,2.0,18.0,33.0,[],PT
ARB1615,woman,50-64,College Station-Texas,2012,234.0,234.0,6.0,2.0,11.0,28.0,47.0,147.0,[],US
Love2jet19,,,New Jersey,2016,20.0,30.0,4.0,1.0,0.0,0.0,5.0,27.0,[],US
marta_wu872,,,,2014,43.0,87.0,5.0,2.0,0.0,7.0,21.0,58.0,[],
333giselan,,,,2013,6.0,6.0,2.0,0.0,0.0,0.0,1.0,5.0,[],
Yushavia_R,,,Amsterdam-The Netherlands,2018,56.0,36.0,4.0,0.0,2.0,2.0,8.0,30.0,[],NL
buddj0y,,,Horsham-United Kingdom,2015,33.0,60.0,5.0,0.0,1.0,6.0,30.0,24.0,[],GB
PuckPasha,,,Washington DC-District of Columbia,2006,433.0,348.0,6.0,9.0,22.0,75.0,115.0,134.0,[],US
time149,,,Pickering-Canada,2003,4.0,10.0,3.0,0.0,1.0,0.0,2.0,8.0,[],CA
joyeetad240,,,,2018,6.0,17.0,3.0,0.0,0.0,1.0,5.0,11.0,[],
913elenic,,,,2015,,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
mihaiv986,man,18-24,Bucharest-Romania,2018,12.0,18.0,4.0,1.0,0.0,1.0,5.0,14.0,[],RO
859aliceg,Woman,,Palmerston-Australia,2014,4.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,[],AU
vickycW6600DP,,,,2018,99.0,88.0,6.0,0.0,1.0,4.0,11.0,75.0,[],
820alh,man,,Bradenton-Florida,2013,332.0,175.0,6.0,6.0,9.0,27.0,54.0,81.0,[],US
RockDr23,man,50-64,Perth-Australia,2010,523.0,119.0,6.0,0.0,3.0,31.0,46.0,39.0,"['Vegetarian', 'Foodie', 'History Buff', 'Nature Lover']",AU
paulinep215,,,Kiama Downs,2017,53.0,128.0,6.0,3.0,2.0,12.0,33.0,79.0,[],AU
christH6637IB,,,,2017,3.0,11.0,3.0,0.0,1.0,0.0,3.0,9.0,[],
filipmisko,Man,,Zagreb-Croatia,2016,6.0,9.0,3.0,1.0,0.0,3.0,2.0,3.0,[],HR
316paulab,Woman,,Plymouth-United Kingdom,2014,60.0,189.0,6.0,5.0,5.0,10.0,48.0,122.0,[],GB
brandreth16,man,50-64,London,2009,544.0,209.0,6.0,3.0,12.0,56.0,103.0,40.0,[],GB
dennisb360,Man,,Kaukauna-Wisconsin,2014,15.0,26.0,4.0,0.0,0.0,0.0,19.0,11.0,[],US
511charbels,Man,,Jeddah-Saudi Arabia,2018,17.0,36.0,5.0,1.0,0.0,3.0,22.0,18.0,[],SA
310marius,,,Emalahleni-South Africa,2018,19.0,52.0,5.0,3.0,3.0,6.0,28.0,15.0,[],ZA
Balaia315,man,50-64,Oslo-Norway,2011,493.0,91.0,6.0,2.0,0.0,10.0,17.0,63.0,[],NO
Sleebag,man,25-34,Carlisle-United Kingdom,2008,47.0,75.0,5.0,0.0,3.0,12.0,34.0,26.0,[],GB
32randyk,,,,2016,9.0,15.0,3.0,2.0,0.0,1.0,4.0,8.0,[],
jimenezarc,,,New York City-New York,2018,8.0,9.0,3.0,1.0,2.0,0.0,1.0,7.0,[],US
MacFamily35,woman,50-64,Toronto-Ontario,2007,34.0,52.0,5.0,0.0,0.0,2.0,19.0,32.0,[],CA
Hayrick,man,50-64,Melbourne-United Kingdom,2008,142.0,158.0,6.0,3.0,2.0,27.0,66.0,60.0,[],GB
X5279NTlizh,,,Derby-United Kingdom,2017,38.0,73.0,5.0,1.0,2.0,11.0,40.0,19.0,[],GB
DanaN4,woman,50-64,Phoenix-Arizona,2012,319.0,99.0,6.0,1.0,1.0,18.0,27.0,52.0,[],US
ShannonM0630,,,Dallas-Texas,2013,2.0,6.0,2.0,0.0,0.0,0.0,0.0,8.0,[],BR
GerryD849,,,Sydney-Australia,2013,101.0,101.0,6.0,0.0,0.0,13.0,44.0,48.0,[],AU
384hadrieng,,,,2015,18.0,11.0,3.0,0.0,0.0,0.0,0.0,12.0,[],
Josephinestravel,woman,50-64,Kansas City-Missouri,2012,51.0,8.0,3.0,0.0,0.0,0.0,3.0,6.0,[],US
matthiaslim,,,Singapore-Singapore,2016,33.0,28.0,4.0,0.0,0.0,0.0,3.0,25.0,[],SG
478CherylH,,,Adelaide-Australia,2012,22.0,40.0,4.0,1.0,3.0,3.0,14.0,19.0,[],AU
MirzaSA2805,man,25-34,Dubai-United Arab Emirates,2016,12.0,26.0,4.0,0.0,0.0,0.0,4.0,22.0,[],AE
804mikaelt,Man,,Vallda-Sweden,2007,119.0,34.0,4.0,1.0,1.0,5.0,17.0,10.0,[],SE
826kishores,Man,,New Delhi-India,2015,8.0,15.0,3.0,0.0,2.0,3.0,4.0,6.0,"['Art and Architecture Lover', 'Foodie', 'History Buff', 'Nature Lover']",IN
yasminealabbasi,woman,50-64,Springfield-Missouri,2008,72.0,25.0,4.0,0.0,0.0,0.0,0.0,26.0,[],US
TripCCC,woman,35-49,White Rock-Canada,2010,31.0,55.0,5.0,1.0,2.0,8.0,13.0,32.0,[],CA
NanoSoli,woman,35-49,Cairo-Egypt,2009,56.0,75.0,5.0,1.0,1.0,4.0,13.0,57.0,[],EG
366eddied,,,New York City-New York,2014,7.0,14.0,3.0,1.0,0.0,0.0,0.0,14.0,[],US
rachelo597,Woman,,Chicago-Illinois,2013,76.0,242.0,6.0,2.0,3.0,12.0,45.0,181.0,[],US
158lilya,woman,35-49,Melbourne-Australia,2014,58.0,214.0,6.0,5.0,9.0,27.0,57.0,116.0,[],AU
692miltono,man,,Toronto-Canada,2013,87.0,141.0,6.0,4.0,3.0,6.0,48.0,82.0,[],CA
anpila,Woman,,Tampere-Finland,2015,27.0,58.0,5.0,2.0,6.0,8.0,14.0,28.0,[],FI
Chunkeeventures,man,25-34,Miami-Florida,2016,20.0,34.0,5.0,0.0,1.0,1.0,11.0,21.0,[],US
michaelmA8304ZW,Man,,Burlington-Canada,2014,19.0,56.0,5.0,1.0,2.0,7.0,19.0,27.0,[],CA
SallyH1353,,,Bournemouth-United Kingdom,2007,19.0,16.0,4.0,3.0,1.0,0.0,5.0,7.0,[],GB
metahanindita,woman,25-34,Surabaya-Indonesia,2007,53.0,267.0,6.0,0.0,4.0,36.0,104.0,125.0,[],ID
brooklyn24,woman,35-49,Omaha-Nebraska,2005,98.0,189.0,6.0,0.0,0.0,13.0,48.0,128.0,[],US
Notthatold,,,Clayton Bay-Australia,2015,20.0,68.0,5.0,5.0,4.0,8.0,9.0,44.0,[],AU
339josephm,,,East Sandwich-Massachusetts,2013,288.0,478.0,6.0,3.0,17.0,92.0,143.0,223.0,[],US
AndrewB407,,,Cameron Park-California,2012,30.0,54.0,5.0,1.0,0.0,1.0,5.0,48.0,[],US
W7195GOnickm,man,50-64,Brighton-United Kingdom,2017,511.0,71.0,5.0,1.0,1.0,2.0,16.0,54.0,[],GB
ccravenmd,,,Austin-Texas,2018,3.0,7.0,3.0,2.0,0.0,0.0,2.0,4.0,[],US
386suzanneg,,,Table Top-Australia,2015,29.0,60.0,5.0,0.0,0.0,0.0,17.0,44.0,[],AU
ndreast,,,Bad Neuenahr-Ahrweiler-Germany,2016,4.0,8.0,2.0,0.0,1.0,2.0,2.0,4.0,[],DE
helenacM5690WJ,,,,2018,,,,,,,,,[],
Traveler779764,,,,2018,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
charlieunderfoot,,,,2018,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],
marioaustintexas,,,Austin-Texas,2015,8.0,16.0,4.0,0.0,1.0,1.0,5.0,11.0,[],US
BetoRM,man,35-49,Sao Paulo-SP,2008,136.0,35.0,5.0,0.0,1.0,0.0,12.0,22.0,[],BR
innasI4510KD,,,,2018,,3.0,1.0,0.0,0.0,0.0,0.0,4.0,[],
henry16,man,50-64,Kettering-United Kingdom,2008,81.0,165.0,6.0,8.0,4.0,14.0,51.0,88.0,"['Foodie', 'Like a Local', 'History Buff']",GB
ChrisArmSinc,Woman,,Istanbul-Turkey,2011,28.0,110.0,6.0,5.0,7.0,23.0,48.0,27.0,[],TR
USAPappa,man,50-64,Kirkland-Washington,2014,196.0,281.0,6.0,10.0,21.0,44.0,150.0,61.0,[],US
Ine1988,woman,18-24,Leuven-Belgium,2009,76.0,20.0,3.0,1.0,1.0,3.0,8.0,8.0,[],BE
perakash,woman,,New Jersey,2006,261.0,364.0,6.0,3.0,12.0,47.0,271.0,61.0,[],US
katebmw92,Woman,,Calgary-Canada,2013,4.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,[],CA
980philr,Man,,Kansas City-Missouri,2014,49.0,148.0,6.0,5.0,5.0,21.0,29.0,92.0,[],US
NadiaGrace1,,,Ramat Hasharon-Israel,2015,13.0,23.0,3.0,1.0,2.0,1.0,3.0,16.0,[],IL
Majdns,,,Saar-Bahrain,2016,99.0,32.0,4.0,0.0,2.0,3.0,10.0,17.0,[],BH
GBerserker,man,35-49,Windsor-United Kingdom,2013,66.0,177.0,6.0,3.0,6.0,36.0,70.0,62.0,[],GB
Llewellyn53,man,,Melbourne-Australia,2011,387.0,371.0,6.0,5.0,19.0,167.0,905.0,303.0,[],AU
wacotom,,,Leander-Texas,2013,291.0,51.0,6.0,26.0,57.0,235.0,404.0,333.0,[],US
Curious514069,,,Cambridge-United Kingdom,2013,32.0,32.0,4.0,1.0,1.0,7.0,11.0,12.0,[],GB
oliversacks1,Man,,Chicago-IL USA,2009,36.0,74.0,5.0,1.0,1.0,0.0,6.0,74.0,[],US
805aitorf,Man,,Granada-Spain,2012,7.0,9.0,2.0,1.0,1.0,1.0,1.0,5.0,[],PH
erinecosta,,,Wilmington-North Carolina,2018,11.0,14.0,3.0,0.0,0.0,0.0,3.0,11.0,[],US
PopeDaveThe1st,man,35-49,Bridlington-United Kingdom,2016,97.0,445.0,6.0,30.0,7.0,26.0,84.0,299.0,[],GB
AngelaS1959,,,Melbourne-Australia,2016,41.0,74.0,5.0,5.0,6.0,2.0,6.0,55.0,[],AU
191catalinc,,,,2018,2.0,2.0,,,,,,,[],
Navigator594193,,,United Kingdom,2015,2.0,2.0,,,,,,,[],GB
RhyA_13,woman,25-34,Nashville-Tennessee,2013,193.0,26.0,4.0,0.0,0.0,4.0,11.0,12.0,[],US
athenagraeme,woman,35-49,Copenhagen-Denmark,2015,41.0,81.0,6.0,0.0,4.0,7.0,26.0,49.0,"['Art and Architecture Lover', 'History Buff', 'Family Vacationer']",DK
jorgemZ7800UB,Man,,Vaudreuil-Dorion-Canada,2015,27.0,65.0,5.0,3.0,10.0,7.0,27.0,18.0,[],CA
cmedina2113,woman,25-34,Dallas-Texas,2012,123.0,172.0,6.0,1.0,6.0,27.0,78.0,62.0,[],BR
quelng,woman,25-34,Ottawa-Canada,2017,10.0,18.0,3.0,0.0,0.0,2.0,8.0,12.0,[],CA
Y747,Man,,Yavne-Israel,2016,64.0,169.0,6.0,8.0,5.0,27.0,42.0,91.0,[],DE
kpBunbury,man,50-64,Bunbury-Australia,2007,87.0,211.0,6.0,13.0,10.0,26.0,55.0,108.0,[],AU
wannabeuropeanomad,Man,,Melbourne-Australia,2016,40.0,72.0,5.0,5.0,1.0,9.0,18.0,39.0,"['Art and Architecture Lover', 'Foodie', 'Like a Local', 'History Buff']",AU
helent462,,,Bethesda-Maryland,2013,16.0,22.0,3.0,1.0,2.0,0.0,10.0,9.0,[],US
catalind240,,,Bucharest-Romania,2013,42.0,59.0,5.0,3.0,5.0,9.0,7.0,35.0,[],RO
cheryldF9359XZ,,,,2018,9.0,13.0,3.0,0.0,1.0,2.0,2.0,8.0,[],
shadowsaint,,,London-United Kingdom,2017,9.0,16.0,3.0,0.0,0.0,0.0,10.0,11.0,[],GB
Chooseynat,woman,50-64,Elmhurst-Illinois,2011,213.0,120.0,6.0,1.0,2.0,15.0,40.0,62.0,[],US
ECWorld,,,Hong Kong-China,2016,427.0,850.0,6.0,1.0,25.0,187.0,441.0,224.0,"['Art and Architecture Lover', 'Family Vacationer']",CN
SilviaB5805,woman,18-24,Slovakia,2018,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,[],SK
523travelbug,woman,50-64,Melbourne-Australia,2012,29.0,83.0,5.0,3.0,3.0,2.0,23.0,61.0,[],AU
gatecrasher,,,Corona-California,2014,284.0,713.0,6.0,1.0,3.0,99.0,325.0,293.0,[],US
Jacqui-xox,woman,35-49,Gold Coast-Australia,2018,21.0,52.0,5.0,1.0,0.0,2.0,5.0,46.0,[],AU
Aditya100,,,New Delhi-India,2010,177.0,191.0,6.0,9.0,15.0,33.0,48.0,92.0,[],IN
Melinda-Rose2017,,,Sydney-Australia,2017,22.0,45.0,4.0,7.0,4.0,5.0,14.0,18.0,[],AU
slaganaz,woman,35-49,Sydney-Australia,2014,36.0,67.0,6.0,4.0,3.0,20.0,31.0,13.0,[],AU
TravelBuddies589,,50-64,New Jersey,2012,87.0,174.0,6.0,0.0,0.0,7.0,9.0,160.0,[],US
MaxwellWade,man,50-64,Newfoundland-Canada,2016,751.0,211.0,6.0,0.0,3.0,27.0,114.0,70.0,"['Art and Architecture Lover', 'History Buff', 'Thrill Seeker', 'Nature Lover']",CA
andrewrK5458JK,,,Maidstone-United Kingdom,2018,22.0,59.0,5.0,2.0,4.0,4.0,17.0,33.0,[],GB
_benpaine,Man,,Yakima-Washington,2007,318.0,60.0,5.0,2.0,3.0,3.0,11.0,44.0,[],US
976eda,Man,,Toowoomba-Australia,2015,75.0,195.0,6.0,4.0,5.0,16.0,78.0,102.0,[],AU
donnajholloway,Woman,,Clinton Township-Michigan,2010,496.0,256.0,6.0,4.0,3.0,37.0,68.0,150.0,[],US
NC2264,woman,50-64,Deerfield Beach-Florida,2007,122.0,68.0,6.0,0.0,0.0,5.0,21.0,54.0,[],US
sallyd110,,,Sydney-Australia,2015,39.0,121.0,6.0,1.0,2.0,7.0,27.0,85.0,[],AU
surfer830904,man,25-34,London-United Kingdom,2011,146.0,27.0,4.0,4.0,1.0,4.0,3.0,17.0,[],GB
EugenT43,,,London-United Kingdom,2013,36.0,101.0,6.0,4.0,1.0,6.0,25.0,69.0,[],GB
elkyri,,,Athens-Greece,2018,7.0,18.0,3.0,0.0,1.0,2.0,3.0,12.0,[],GR
stefano523,Man,,Geraldton-Australia,2014,159.0,354.0,6.0,7.0,8.0,53.0,126.0,162.0,[],AU
hafseh,woman,25-34,Tehran-Iran,2013,20.0,20.0,4.0,0.0,0.0,0.0,2.0,18.0,[],IR
garysC3238PU,,,,2014,40.0,6.0,2.0,1.0,0.0,1.0,0.0,4.0,[],
melanies443,,,Folly Beach-South Carolina,2012,14.0,30.0,4.0,1.0,1.0,4.0,6.0,18.0,[],US
mingowingo,,,England-United Kingdom,2013,65.0,98.0,6.0,2.0,7.0,12.0,29.0,53.0,"['Thrill Seeker', 'Nature Lover', 'Peace and Quiet Seeker', 'Beach Goer']",GB
D6325DImariah,woman,35-49,Denmark,2008,31.0,29.0,4.0,0.0,1.0,3.0,18.0,7.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'History Buff']",DK
PatP141,,,Chengdu Shi-Sichuan-China,2013,34.0,115.0,6.0,2.0,1.0,14.0,69.0,31.0,[],CN
Kat_Ju,,,Paris-France,2008,125.0,25.0,4.0,1.0,3.0,0.0,5.0,16.0,[],FR
1972-team-canada,man,50-64,Langley-Canada,2003,16.0,52.0,5.0,4.0,2.0,2.0,8.0,37.0,[],CA
115Oreo,,,Dubai-United Arab Emirates,2014,17.0,33.0,4.0,0.0,1.0,2.0,21.0,9.0,[],AE
BMDon60,,,Melbourne-Australia,2016,13.0,20.0,3.0,1.0,2.0,1.0,7.0,10.0,[],AU
Travel742894,,,,2017,4.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,[],
ChristineD632,,,Sunshine Coast-Australia,2012,185.0,116.0,6.0,5.0,4.0,19.0,47.0,43.0,[],AU
M_Didius,,,Abingdon-United Kingdom,2005,58.0,113.0,6.0,0.0,3.0,23.0,51.0,37.0,[],GB
GrandTour813250,,,,2018,6.0,15.0,3.0,0.0,0.0,2.0,4.0,9.0,[],
janeyb0368,,,Scottish Highlands-United Kingdom,2012,79.0,159.0,6.0,0.0,5.0,8.0,64.0,84.0,[],GB
DenJ777,,,Dallas-Texas,2014,15.0,18.0,4.0,0.0,0.0,0.0,1.0,17.0,[],BR
Haejung,,,Napa-California,2012,26.0,45.0,6.0,2.0,2.0,5.0,8.0,28.0,[],US
NothinFancy,man,35-49,United States,2016,6.0,8.0,3.0,2.0,0.0,2.0,6.0,0.0,[],US
DannyM3609,,,Rugby-United Kingdom,2015,9.0,9.0,3.0,0.0,0.0,0.0,1.0,8.0,[],GB
Emmarence,man,35-49,Zurrieq-Malta,2013,99.0,111.0,6.0,1.0,1.0,4.0,12.0,93.0,[],MT
831eve,,,San Francisco-California,2010,120.0,19.0,3.0,0.0,0.0,2.0,6.0,11.0,[],US
Mandylyn15,,,Adelaide-Australia,2009,13.0,20.0,4.0,0.0,2.0,4.0,3.0,17.0,[],AU
mby3,,,Long Beach-California,2011,17.0,36.0,4.0,0.0,1.0,5.0,6.0,24.0,[],US
FaA_13,Woman,,Toronto-Canada,2013,61.0,64.0,5.0,4.0,1.0,10.0,35.0,15.0,[],CA
exploringalltheearth,man,35-49,Thessaloniki-Greece,2015,493.0,67.0,5.0,0.0,0.0,6.0,7.0,58.0,[],GR
SLF523,,,,2016,4.0,5.0,2.0,0.0,0.0,1.0,1.0,5.0,[],
bettyp914,,,,2017,26.0,99.0,6.0,1.0,4.0,12.0,63.0,23.0,[],
llv002,,,Indianapolis-Indiana,2015,20.0,35.0,4.0,4.0,3.0,3.0,10.0,15.0,[],US
LondonUK200,man,25-34,England-United Kingdom,2013,9.0,14.0,3.0,0.0,1.0,1.0,5.0,7.0,[],GB
VarshaKarkhanis,,,Houston-Texas,2013,7.0,7.0,2.0,0.0,0.0,0.0,2.0,5.0,[],US
softwhite,man,18-24,Melbourne-Australia,2010,36.0,117.0,6.0,1.0,2.0,17.0,75.0,22.0,[],AU
SandieG68,,,,2018,2.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,[],
GlobeTrotting809621,man,50-64,Abbotsford-Canada,2007,275.0,410.0,6.0,12.0,36.0,158.0,498.0,710.0,[],CA
debraestith,,,Corpus Christi-Texas,2018,7.0,13.0,4.0,0.0,0.0,0.0,0.0,14.0,[],US
zunaidp2015,,,,2015,3.0,6.0,2.0,0.0,0.0,2.0,3.0,1.0,[],
bldw34,woman,25-34,Floyd-Virginia,2013,78.0,12.0,3.0,0.0,0.0,1.0,2.0,9.0,"['Foodie', 'Like a Local', 'Thrill Seeker', 'Nightlife Seeker']",US
R_Sandra-74,woman,35-49,Paris,2011,17.0,24.0,4.0,0.0,1.0,2.0,10.0,12.0,[],FR
letishas2013,,,Edison-New Jersey,2013,7.0,12.0,3.0,0.0,1.0,2.0,6.0,4.0,[],US
MamaMia796,Woman,,Rancho Cucamonga-California,2010,351.0,265.0,6.0,2.0,7.0,25.0,64.0,170.0,[],US
Montrealtravelgal,woman,35-49,Montreal-Canada,2005,83.0,133.0,6.0,2.0,2.0,16.0,49.0,66.0,[],CA
GlobalPal,Man,,Los Angeles-California,2014,61.0,34.0,4.0,1.0,2.0,7.0,11.0,14.0,[],US
anne_s_koch,,,Cranberry Township-Pennsylvania,2017,12.0,23.0,3.0,2.0,2.0,0.0,6.0,13.0,[],US
jrongow,,,Singapore-Singapore,2007,63.0,21.0,3.0,0.0,1.0,2.0,8.0,10.0,[],SG
Monica212222,,,Seattle-Washington,2018,44.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],US
Goldprince,man,35-49,Calgary-Canada,2012,21.0,27.0,4.0,0.0,0.0,0.0,4.0,24.0,[],CA
PvcM,,,Alexandria-Virginia,2016,40.0,83.0,5.0,1.0,2.0,5.0,30.0,50.0,[],US
Jeff3184,man,25-34,Island of Malta-Malta,2017,6.0,10.0,3.0,1.0,1.0,0.0,0.0,13.0,[],MT
bobn36,man,50-64,Ottawa-Canada,2013,99.0,149.0,6.0,2.0,4.0,25.0,59.0,59.0,"['Art and Architecture Lover', 'Like a Local', 'History Buff', 'Nature Lover']",CA
Peter20000,man,35-49,Athens-Greece,2010,84.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,"['Art and Architecture Lover', 'Vegetarian', 'Foodie', 'Urban Explorer']",GR
monadandachli7,,,Ghazir-Lebanon,2018,7.0,14.0,3.0,0.0,0.0,1.0,8.0,5.0,[],LB
virgnutts,,,Brisbane-Australia,2015,34.0,80.0,6.0,1.0,1.0,9.0,36.0,39.0,[],AU
177erini,Woman,,Wyandotte-Michigan,2016,10.0,27.0,4.0,1.0,0.0,2.0,4.0,20.0,[],US
Listi53,woman,,Sydney-Australia,2015,19.0,44.0,4.0,0.0,2.0,0.0,16.0,27.0,[],AU
mairir2016,Woman,,Nea Ionia-Greece,2016,14.0,51.0,5.0,1.0,1.0,1.0,1.0,47.0,[],GR
_Ant0n1a_K,,,Ancaster-Canada,2015,42.0,229.0,6.0,2.0,7.0,42.0,85.0,99.0,[],CA
Gatos7psychos,man,50-64,Limassol City-Cyprus,2008,573.0,154.0,6.0,1.0,5.0,11.0,47.0,90.0,[],CY
isabellamdg,,,London-United Kingdom,2017,4.0,15.0,3.0,1.0,0.0,0.0,3.0,11.0,[],GB
yujingb2015,,,Burwood-Australia,2012,85.0,21.0,4.0,0.0,1.0,5.0,3.0,20.0,[],AU
F4508MDannettem,,,Chesterfield-United Kingdom,2015,19.0,48.0,4.0,3.0,7.0,4.0,5.0,29.0,[],GB
92fc,,,Lancashire-United Kingdom,2014,8.0,17.0,3.0,0.0,0.0,1.0,3.0,13.0,[],GB
FabSunny99,,,,2018,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,[],
MegWesternAustralia,woman,35-49,Claremont-Australia,2008,121.0,169.0,6.0,1.0,1.0,3.0,13.0,152.0,"['Art and Architecture Lover', 'Like a Local', 'History Buff', 'Family Vacationer']",AU
998anishab,Woman,,Edenvale-South Africa,2015,11.0,37.0,5.0,6.0,1.0,5.0,9.0,19.0,[],ZA
dianaperriard5,woman,,Buenos Aires-Argentina,2018,7.0,33.0,4.0,0.0,0.0,4.0,14.0,17.0,[],IT
SonjaP_12,woman,,Plymouth-United Kingdom,2012,115.0,299.0,6.0,0.0,2.0,55.0,215.0,29.0,[],GB
NupurJain01,woman,25-34,London-United Kingdom,2015,73.0,123.0,6.0,2.0,5.0,11.0,46.0,60.0,"['Art and Architecture Lover', 'Vegetarian', 'Foodie', 'Urban Explorer']",GB
lucysL9194NS,woman,35-49,Preston-United Kingdom,2013,37.0,65.0,5.0,1.0,0.0,2.0,11.0,52.0,[],GB
KPerich,man,,Reston-Virginia,2011,5.0,10.0,3.0,0.0,0.0,1.0,2.0,9.0,"['Art and Architecture Lover', 'History Buff', 'Luxury Traveler']",US
theswissmister,man,35-49,Lausanne-Switzerland,2013,272.0,396.0,6.0,4.0,13.0,67.0,218.0,99.0,[],CH
Craig-World-Travelle,man,50-64,Agoura Hills-California,2010,539.0,408.0,6.0,1.0,8.0,67.0,581.0,783.0,[],US
madisonn602,,,,2018,2.0,8.0,2.0,0.0,0.0,1.0,1.0,6.0,[],
ahmedworldtraveller,man,35-49,Baghdad-Iraq,2016,23.0,30.0,6.0,0.0,0.0,0.0,2.0,31.0,[],IQ
bpmurray,man,50-64,Drogheda-Ireland,2012,548.0,266.0,6.0,4.0,6.0,40.0,105.0,114.0,[],IE
Jajabor72,man,35-49,Bahrain,2013,40.0,75.0,5.0,0.0,0.0,8.0,24.0,46.0,[],BH
F6614FGgregm,Man,,Maleny-Australia,2012,81.0,136.0,6.0,1.0,7.0,11.0,52.0,66.0,[],AU
GentleKnight,Man,,Sydney-Australia,2011,65.0,167.0,6.0,3.0,6.0,15.0,73.0,71.0,[],AU
AlisiyaP,,,Toronto-Canada,2016,4.0,7.0,3.0,1.0,0.0,0.0,0.0,6.0,[],CA
446kalpeshs,,,Wood River Junction-Rhode Island,2016,14.0,22.0,4.0,3.0,0.0,2.0,0.0,17.0,[],US
Wixters,man,35-49,Perth-Australia,2013,70.0,183.0,6.0,6.0,12.0,29.0,74.0,64.0,[],AU
wandering_vk,Woman,,Thiruvananthapuram (Trivandrum)-India,2015,59.0,25.0,4.0,0.0,0.0,3.0,10.0,12.0,[],IN
adamDtraveller,,,Fort Lee-New Jersey,2016,8.0,10.0,3.0,0.0,0.0,1.0,1.0,8.0,[],US
Teawhitewithone,,,Oldland Common-United Kingdom,2011,22.0,48.0,5.0,2.0,2.0,8.0,26.0,10.0,[],GB
DonnaH988,woman,50-64,Caloundra-Queensland-Australia,2012,18.0,38.0,4.0,0.0,1.0,4.0,15.0,19.0,[],AU
A1160CLthomasg,,,,2017,6.0,10.0,3.0,0.0,0.0,0.0,1.0,9.0,[],
dorindet,,,Amsterdam-The Netherlands,2017,5.0,7.0,3.0,1.0,0.0,1.0,1.0,4.0,[],NL
louisefl55,,,Belfast-United Kingdom,2012,40.0,90.0,6.0,0.0,1.0,6.0,28.0,57.0,[],GB
shlomol366,,,Milwaukee-Wisconsin,2014,16.0,28.0,4.0,0.0,0.0,4.0,6.0,20.0,[],US
