Value
9.306999999999999718e-01
9.304999999999999938e-01
8.977000000000000535e-01
8.807000000000000384e-01
9.774000000000000465e-01
8.552999999999999492e-01
9.558999999999999719e-01
9.785000000000000364e-01
8.171000000000000485e-01
8.828000000000000291e-01
9.739999999999999769e-01
9.304000000000000048e-01
7.679000000000000270e-01
9.761999999999999567e-01
9.710999999999999632e-01
9.624000000000000332e-01
9.815000000000000391e-01
3.347999999999999865e-01
7.650000000000000133e-01
9.371000000000000441e-01
9.657000000000000028e-01
9.887000000000000233e-01
9.529999999999999583e-01
7.963999999999999968e-01
5.266999999999999460e-01
9.770999999999999686e-01
8.979000000000000314e-01
-8.332000000000000517e-01
9.216999999999999638e-01
7.003000000000000336e-01
5.266999999999999460e-01
6.364999999999999547e-01
7.650000000000000133e-01
4.491999999999999882e-01
3.502000000000000113e-01
8.833999999999999631e-01
9.546999999999999931e-01
9.529999999999999583e-01
7.579000000000000181e-01
-6.229999999999999982e-01
9.432000000000000384e-01
9.848000000000000087e-01
9.416999999999999815e-01
9.979000000000000092e-01
9.892999999999999572e-01
9.899999999999999911e-01
9.524000000000000243e-01
9.893999999999999462e-01
7.379000000000000004e-01
9.133000000000000007e-01
3.019999999999999907e-01
8.045999999999999819e-01
9.012000000000000011e-01
9.530999999999999472e-01
9.022000000000000020e-01
9.798999999999999932e-01
9.766000000000000236e-01
8.420999999999999597e-01
7.923999999999999932e-01
9.191000000000000281e-01
9.582000000000000517e-01
8.359999999999999654e-01
-5.266999999999999460e-01
9.669999999999999707e-01
9.362000000000000322e-01
-4.404000000000000137e-01
8.270999999999999464e-01
9.867000000000000215e-01
7.096000000000000085e-01
-1.011999999999999983e-01
-5.499000000000000554e-01
6.485999999999999543e-01
4.939000000000000057e-01
9.704000000000000403e-01
9.686000000000000165e-01
-7.390999999999999792e-01
9.092000000000000082e-01
9.838999999999999968e-01
9.438999999999999613e-01
9.828000000000000069e-01
7.711999999999999966e-01
7.892000000000000126e-01
9.848999999999999977e-01
9.388999999999999568e-01
9.667000000000000037e-01
-8.555000000000000382e-01
9.929999999999999938e-01
9.828000000000000069e-01
9.961999999999999744e-01
1.406000000000000028e-01
5.718999999999999639e-01
2.023000000000000076e-01
9.081000000000000183e-01
8.895999999999999464e-01
9.357999999999999652e-01
9.476999999999999869e-01
9.153000000000000025e-01
9.381000000000000449e-01
9.427999999999999714e-01
8.562999999999999501e-01
8.359999999999999654e-01
5.718999999999999639e-01
5.090000000000000080e-02
9.747000000000000108e-01
8.977000000000000535e-01
9.677999999999999936e-01
7.955999999999999739e-01
9.613000000000000433e-01
-2.500000000000000000e-01
8.617000000000000215e-01
-7.720000000000000473e-02
9.734000000000000430e-01
5.411000000000000254e-01
9.671999999999999487e-01
6.114000000000000545e-01
4.925999999999999823e-01
9.926000000000000378e-01
9.812999999999999501e-01
9.647000000000000020e-01
9.864000000000000545e-01
9.779999999999999805e-01
8.933999999999999719e-01
8.125999999999999890e-01
9.844000000000000528e-01
5.893000000000000460e-01
-3.971000000000000085e-01
9.912999999999999590e-01
-7.469000000000000083e-01
9.379999999999999449e-01
9.258999999999999453e-01
9.735000000000000320e-01
9.646000000000000130e-01
9.495999999999999996e-01
8.518999999999999906e-01
9.844000000000000528e-01
9.989000000000000101e-01
9.500999999999999446e-01
9.537999999999999812e-01
7.339999999999999858e-01
7.844999999999999751e-01
7.579000000000000181e-01
4.214999999999999858e-01
9.674000000000000377e-01
7.443999999999999506e-01
8.833999999999999631e-01
9.674000000000000377e-01
9.778000000000000025e-01
6.213999999999999524e-01
6.300000000000000044e-01
9.062000000000000055e-01
9.586999999999999966e-01
9.939999999999999947e-01
9.301000000000000378e-01
9.889999999999999902e-01
9.760999999999999677e-01
7.003000000000000336e-01
9.689999999999999725e-01
9.673000000000000487e-01
9.838999999999999968e-01
9.764000000000000457e-01
9.660999999999999588e-01
7.925999999999999712e-01
7.740000000000000213e-01
8.882999999999999785e-01
9.596999999999999975e-01
9.781999999999999584e-01
9.683000000000000496e-01
9.949000000000000066e-01
9.982999999999999652e-01
5.164999999999999591e-01
9.895000000000000462e-01
7.429999999999999938e-01
9.818999999999999950e-01
9.451000000000000512e-01
9.855000000000000426e-01
9.887000000000000233e-01
9.576999999999999957e-01
9.705000000000000293e-01
9.416999999999999815e-01
9.905000000000000471e-01
9.979000000000000092e-01
9.693000000000000504e-01
9.836000000000000298e-01
6.974000000000000199e-01
9.870999999999999774e-01
9.610999999999999543e-01
8.225000000000000089e-01
7.720000000000000473e-02
9.633000000000000451e-01
7.171999999999999487e-01
9.272000000000000242e-01
6.370000000000000107e-01
9.877000000000000224e-01
9.558999999999999719e-01
9.365999999999999881e-01
7.139999999999999680e-01
9.864000000000000545e-01
9.826000000000000290e-01
9.865000000000000435e-01
9.020000000000000240e-01
5.106000000000000538e-01
8.164000000000000146e-01
9.859999999999999876e-01
0.000000000000000000e+00
9.659999999999999698e-01
6.143999999999999462e-01
9.825000000000000400e-01
9.969999999999999973e-01
9.547999999999999821e-01
9.923999999999999488e-01
9.952999999999999625e-01
9.418999999999999595e-01
7.460999999999999854e-01
1.935000000000000053e-01
9.500999999999999446e-01
9.665000000000000258e-01
4.018999999999999795e-01
9.122999999999999998e-01
9.298999999999999488e-01
4.416999999999999815e-01
9.800999999999999712e-01
7.712999999999999856e-01
7.035000000000000142e-01
9.861999999999999655e-01
9.936000000000000387e-01
9.844000000000000528e-01
8.951000000000000068e-01
9.765000000000000346e-01
9.347999999999999643e-01
7.239999999999999769e-01
4.381999999999999784e-01
9.100000000000000311e-01
9.343000000000000194e-01
8.438999999999999835e-01
9.910999999999999810e-01
9.930999999999999828e-01
9.945000000000000506e-01
9.839999999999999858e-01
9.677999999999999936e-01
9.899999999999999911e-01
9.846000000000000307e-01
9.233000000000000096e-01
9.959000000000000075e-01
4.496999999999999886e-01
8.658000000000000140e-01
8.658000000000000140e-01
-5.050000000000000044e-01
4.638999999999999790e-01
6.095000000000000417e-01
5.318000000000000504e-01
9.751999999999999558e-01
9.625000000000000222e-01
9.098000000000000531e-01
9.334999999999999964e-01
9.467999999999999750e-01
6.478000000000000425e-01
8.804999999999999494e-01
-2.616999999999999882e-01
6.885000000000000009e-01
4.404000000000000137e-01
8.114000000000000101e-01
7.496000000000000441e-01
3.715999999999999859e-01
9.980999999999999872e-01
8.122000000000000330e-01
9.475000000000000089e-01
9.730999999999999650e-01
8.697000000000000286e-01
8.793999999999999595e-01
8.438999999999999835e-01
6.360000000000000098e-01
2.597999999999999754e-01
8.114000000000000101e-01
8.051000000000000378e-01
8.621999999999999664e-01
8.590999999999999748e-01
8.930000000000000160e-01
9.160000000000000364e-01
8.058999999999999497e-01
9.804000000000000492e-01
7.459999999999999964e-01
9.422000000000000375e-01
9.762999999999999456e-01
9.808999999999999941e-01
9.932999999999999607e-01
-9.467999999999999750e-01
9.217999999999999527e-01
9.169000000000000483e-01
9.957000000000000295e-01
9.839999999999999858e-01
9.001000000000000112e-01
8.294000000000000261e-01
-7.068999999999999728e-01
3.458999999999999853e-01
7.264000000000000457e-01
8.779000000000000137e-01
9.641999999999999460e-01
9.915000000000000480e-01
8.998000000000000442e-01
7.350999999999999757e-01
9.530999999999999472e-01
4.825999999999999734e-01
-9.438999999999999613e-01
-9.909999999999999365e-02
7.223000000000000531e-01
9.986000000000000432e-01
9.879999999999999893e-01
9.239000000000000545e-01
9.557999999999999829e-01
5.187000000000000499e-01
9.868999999999999995e-01
9.757000000000000117e-01
9.336999999999999744e-01
9.844000000000000528e-01
9.776000000000000245e-01
9.669999999999999707e-01
6.907999999999999696e-01
9.626000000000000112e-01
9.081000000000000183e-01
9.697999999999999954e-01
9.623000000000000442e-01
9.828000000000000069e-01
3.594999999999999862e-01
9.438999999999999613e-01
7.425000000000000488e-01
9.854000000000000536e-01
9.546000000000000041e-01
9.103999999999999870e-01
9.405000000000000027e-01
7.803999999999999826e-01
9.879999999999999893e-01
9.226999999999999647e-01
7.184000000000000385e-01
9.731999999999999540e-01
8.960000000000000187e-01
9.667999999999999927e-01
9.401000000000000467e-01
9.799999999999999822e-01
8.061000000000000387e-01
4.275999999999999801e-01
-6.079999999999999849e-01
9.758000000000000007e-01
6.807999999999999607e-01
9.393000000000000238e-01
9.848000000000000087e-01
