Value
9.516999999999999904e-01
1.290000000000000001e-02
9.735000000000000320e-01
9.707999999999999963e-01
7.420000000000000207e-02
7.963999999999999968e-01
9.858999999999999986e-01
9.846000000000000307e-01
8.181000000000000494e-01
9.022000000000000020e-01
7.844999999999999751e-01
9.792999999999999483e-01
-3.801999999999999824e-01
8.979000000000000314e-01
6.418000000000000371e-01
9.530999999999999472e-01
9.412000000000000366e-01
5.994000000000000439e-01
9.758000000000000007e-01
8.175999999999999934e-01
8.256000000000000005e-01
9.464000000000000190e-01
9.491000000000000547e-01
9.749999999999999778e-01
6.428000000000000380e-01
-4.297000000000000264e-01
7.537000000000000366e-01
3.946999999999999953e-01
7.763999999999999790e-01
9.622000000000000552e-01
9.849999999999999867e-01
5.984000000000000430e-01
9.042000000000000037e-01
3.331000000000000072e-01
3.130999999999999894e-01
8.721999999999999753e-01
1.935000000000000053e-01
7.580999999999999961e-01
9.849999999999999867e-01
8.779000000000000137e-01
9.092999999999999972e-01
9.524000000000000243e-01
8.286000000000000032e-01
8.316000000000000059e-01
9.405000000000000027e-01
9.596999999999999975e-01
9.889999999999999902e-01
8.642999999999999572e-01
-2.263000000000000012e-01
6.792000000000000259e-01
9.802999999999999492e-01
-1.759000000000000008e-01
9.214999999999999858e-01
7.896999999999999575e-01
-3.594999999999999862e-01
7.350999999999999757e-01
5.314999999999999725e-01
9.665000000000000258e-01
9.827000000000000179e-01
5.858999999999999764e-01
4.939000000000000057e-01
9.493000000000000327e-01
9.890999999999999792e-01
4.753999999999999893e-01
9.118000000000000549e-01
9.401000000000000467e-01
9.937000000000000277e-01
9.836000000000000298e-01
9.923999999999999488e-01
9.909000000000000030e-01
6.687999999999999501e-01
9.467999999999999750e-01
2.818999999999999839e-01
9.171000000000000263e-01
9.072999999999999954e-01
8.167999999999999705e-01
8.709000000000000075e-01
9.467999999999999750e-01
9.357999999999999652e-01
8.779000000000000137e-01
9.950999999999999845e-01
9.801999999999999602e-01
9.599999999999999645e-01
9.716000000000000192e-01
9.423000000000000265e-01
9.862999999999999545e-01
0.000000000000000000e+00
8.625000000000000444e-01
8.441999999999999504e-01
9.875000000000000444e-01
9.401000000000000467e-01
9.133999999999999897e-01
9.647000000000000020e-01
9.512000000000000455e-01
9.788000000000000034e-01
9.705000000000000293e-01
6.733999999999999986e-01
9.861999999999999655e-01
8.172000000000000375e-01
3.612000000000000210e-01
9.759999999999999787e-01
6.485999999999999543e-01
9.920999999999999819e-01
9.606999999999999984e-01
9.701999999999999513e-01
9.375999999999999890e-01
8.895999999999999464e-01
9.721999999999999531e-01
-2.384000000000000008e-01
6.800000000000000488e-01
9.900999999999999801e-01
7.712999999999999856e-01
6.807999999999999607e-01
9.368999999999999551e-01
9.052999999999999936e-01
9.519999999999999574e-01
8.948000000000000398e-01
9.213999999999999968e-01
9.766000000000000236e-01
8.549999999999999822e-01
8.833999999999999631e-01
7.902000000000000135e-01
7.902000000000000135e-01
9.940999999999999837e-01
8.151000000000000467e-01
9.524000000000000243e-01
9.681999999999999496e-01
3.597000000000000197e-01
9.042999999999999927e-01
8.790999999999999925e-01
9.735000000000000320e-01
6.915000000000000036e-01
7.003000000000000336e-01
8.682999999999999607e-01
9.580999999999999517e-01
9.167999999999999483e-01
8.247999999999999776e-01
9.717000000000000082e-01
7.458000000000000185e-01
9.412000000000000366e-01
-5.106000000000000538e-01
7.350999999999999757e-01
9.630999999999999561e-01
9.616999999999999993e-01
9.388999999999999568e-01
8.681999999999999718e-01
-2.867000000000000104e-01
7.169999999999999707e-01
9.927000000000000268e-01
-6.079999999999999988e-02
2.731999999999999984e-01
4.570000000000000173e-01
4.927000000000000268e-01
-7.184000000000000385e-01
7.960000000000000409e-01
6.115000000000000435e-01
0.000000000000000000e+00
6.478000000000000425e-01
9.041000000000000147e-01
7.782999999999999918e-01
6.369000000000000217e-01
8.173000000000000265e-01
-6.378000000000000336e-01
8.359999999999999654e-01
-5.106000000000000538e-01
7.650000000000000133e-01
8.619999999999999885e-01
9.441000000000000503e-01
8.905999999999999472e-01
8.859000000000000208e-01
9.312000000000000277e-01
5.658999999999999586e-01
9.149000000000000465e-01
7.003000000000000336e-01
-3.534999999999999809e-01
0.000000000000000000e+00
-1.358000000000000040e-01
4.404000000000000137e-01
7.773999999999999799e-01
8.175999999999999934e-01
9.281000000000000361e-01
7.782999999999999918e-01
6.844999999999999973e-01
9.153000000000000025e-01
9.656000000000000139e-01
8.689000000000000057e-01
6.704999999999999849e-01
4.767000000000000126e-01
4.767000000000000126e-01
4.939000000000000057e-01
-4.767000000000000126e-01
7.720000000000000473e-02
4.018999999999999795e-01
9.617999999999999883e-01
5.858999999999999764e-01
8.125999999999999890e-01
7.096000000000000085e-01
4.214999999999999858e-01
7.268999999999999906e-01
0.000000000000000000e+00
7.963999999999999968e-01
9.832999999999999519e-01
9.185999999999999721e-01
4.499000000000000221e-01
9.653000000000000469e-01
9.224999999999999867e-01
9.806000000000000272e-01
6.650000000000000355e-01
9.703000000000000513e-01
9.804000000000000492e-01
9.804000000000000492e-01
-5.677999999999999714e-01
-3.865000000000000102e-01
-8.480000000000000038e-02
8.743999999999999551e-01
9.744000000000000439e-01
7.506000000000000449e-01
7.350999999999999757e-01
8.820000000000000062e-01
9.866000000000000325e-01
8.175999999999999934e-01
8.910000000000000142e-01
8.518999999999999906e-01
6.850000000000000533e-01
8.965999999999999526e-01
8.219999999999999529e-01
8.991000000000000103e-01
8.833999999999999631e-01
-3.274000000000000243e-01
8.821999999999999842e-01
6.580000000000000293e-01
9.078000000000000513e-01
9.827000000000000179e-01
7.720000000000000473e-02
2.157999999999999918e-01
-7.717000000000000526e-01
9.223999999999999977e-01
8.313000000000000389e-01
7.268999999999999906e-01
-1.648000000000000020e-01
-8.858000000000000318e-01
7.822999999999999954e-01
1.807999999999999885e-01
9.717999999999999972e-01
3.655999999999999805e-01
8.056999999999999718e-01
2.023000000000000076e-01
8.957000000000000517e-01
9.230000000000000426e-01
9.792999999999999483e-01
8.035999999999999810e-01
9.674000000000000377e-01
7.989000000000000545e-01
9.348999999999999533e-01
9.837000000000000188e-01
9.908000000000000140e-01
9.795000000000000373e-01
8.893999999999999684e-01
9.802999999999999492e-01
9.778000000000000025e-01
4.018999999999999795e-01
5.094999999999999529e-01
4.203000000000000069e-01
6.596999999999999531e-01
5.094999999999999529e-01
9.295999999999999819e-01
